AOI,RCA,StreamOrder,Model,Period,gsdd,mean_ann,min_ann,max_ann,mean_apr,mean_may,mean_jun,mean_jul,mean_aug,mean_sep,mean_oct
Upper South Fork Salcha River (HUC12: 190803050508),1404,4,ccsm,0,477.18,2.17,0.0,8.14,0.0,0.43,3.77,6.27,4.16,1.07,0.01
Upper South Fork Salcha River (HUC12: 190803050508),1404,4,ccsm,1,557.69,2.49,0.0,11.12,0.0,0.66,4.71,6.69,4.26,1.39,0.01
Upper South Fork Salcha River (HUC12: 190803050508),1404,4,ccsm,2,678.7,3.03,0.0,11.84,0.0,1.17,5.98,7.73,4.99,1.78,0.01
Upper South Fork Salcha River (HUC12: 190803050508),1404,4,gfdl,0,477.18,2.17,0.0,8.14,0.0,0.43,3.77,6.27,4.16,1.07,0.01
Upper South Fork Salcha River (HUC12: 190803050508),1404,4,gfdl,1,557.96,2.49,0.0,7.63,0.0,0.93,4.88,6.44,4.14,1.4,0.0
Upper South Fork Salcha River (HUC12: 190803050508),1404,4,gfdl,2,649.9,2.9,0.0,9.61,0.0,1.77,5.36,7.4,4.55,1.62,0.01
Upper South Fork Salcha River (HUC12: 190803050508),1501,4,ccsm,0,591.07,2.71,0.0,8.93,0.0,0.89,4.86,7.13,4.81,1.68,0.04
Upper South Fork Salcha River (HUC12: 190803050508),1501,4,ccsm,1,676.77,3.02,0.0,12.4,0.0,1.14,5.81,7.59,4.89,1.99,0.11
Upper South Fork Salcha River (HUC12: 190803050508),1501,4,ccsm,2,803.59,3.59,0.0,13.06,0.0,1.78,7.13,8.65,5.64,2.39,0.13
Upper South Fork Salcha River (HUC12: 190803050508),1501,4,gfdl,0,591.07,2.71,0.0,8.93,0.0,0.89,4.86,7.13,4.81,1.68,0.04
Upper South Fork Salcha River (HUC12: 190803050508),1501,4,gfdl,1,675.45,3.02,0.0,8.48,0.0,1.52,5.92,7.32,4.79,2.01,0.05
Upper South Fork Salcha River (HUC12: 190803050508),1501,4,gfdl,2,779.88,3.48,0.0,10.72,0.0,2.59,6.44,8.31,5.2,2.24,0.15
Upper South Fork Salcha River (HUC12: 190803050508),1548,4,ccsm,0,733.59,3.43,0.0,10.54,0.0,1.75,6.31,8.27,5.65,2.45,0.24
Upper South Fork Salcha River (HUC12: 190803050508),1548,4,ccsm,1,842.76,3.76,0.0,14.23,0.0,2.02,7.26,8.78,5.7,2.74,0.38
Upper South Fork Salcha River (HUC12: 190803050508),1548,4,ccsm,2,982.61,4.39,0.0,14.92,0.0,2.84,8.71,9.91,6.48,3.14,0.41
Upper South Fork Salcha River (HUC12: 190803050508),1548,4,gfdl,0,733.59,3.43,0.0,10.54,0.0,1.75,6.31,8.27,5.65,2.45,0.24
Upper South Fork Salcha River (HUC12: 190803050508),1548,4,gfdl,1,841.16,3.76,0.0,10.05,0.0,2.48,7.33,8.48,5.62,2.79,0.28
Upper South Fork Salcha River (HUC12: 190803050508),1548,4,gfdl,2,960.78,4.29,0.0,12.5,0.02,3.72,7.98,9.55,6.04,3.02,0.46
Upper Volkmar River (HUC12: 190803031101),46,4,ccsm,0,708.07,3.2,0.0,9.86,0.0,1.47,5.62,7.93,5.4,2.28,0.16
Upper Volkmar River (HUC12: 190803031101),46,4,ccsm,1,774.27,3.46,0.0,12.33,0.0,1.71,6.13,8.32,5.51,2.61,0.3
Upper Volkmar River (HUC12: 190803031101),46,4,ccsm,2,889.84,3.97,0.0,12.56,0.0,2.45,7.44,9.23,6.16,2.97,0.29
Upper Volkmar River (HUC12: 190803031101),46,4,gfdl,0,708.07,3.2,0.0,9.86,0.0,1.47,5.62,7.93,5.4,2.28,0.16
Upper Volkmar River (HUC12: 190803031101),46,4,gfdl,1,785.8,3.51,0.0,9.0,0.01,2.05,6.73,8.11,5.44,2.69,0.21
Upper Volkmar River (HUC12: 190803031101),46,4,gfdl,2,889.34,3.97,0.0,11.41,0.0,3.02,7.32,9.07,5.82,2.93,0.36
Upper Volkmar River (HUC12: 190803031101),50,4,ccsm,0,684.27,3.08,0.0,9.77,0.0,1.32,5.46,7.8,5.31,2.15,0.13
Upper Volkmar River (HUC12: 190803031101),50,4,ccsm,1,750.66,3.35,0.0,12.14,0.0,1.56,5.99,8.15,5.38,2.49,0.26
Upper Volkmar River (HUC12: 190803031101),50,4,ccsm,2,869.26,3.88,0.0,12.44,0.0,2.29,7.34,9.1,6.05,2.84,0.25
Upper Volkmar River (HUC12: 190803031101),50,4,gfdl,0,684.27,3.08,0.0,9.77,0.0,1.32,5.46,7.8,5.31,2.15,0.13
Upper Volkmar River (HUC12: 190803031101),50,4,gfdl,1,763.97,3.41,0.0,8.88,0.0,1.9,6.54,8.0,5.34,2.57,0.17
Upper Volkmar River (HUC12: 190803031101),50,4,gfdl,2,868.9,3.88,0.0,11.32,0.0,2.88,7.19,8.96,5.71,2.8,0.32
Upper Volkmar River (HUC12: 190803031101),58,4,ccsm,0,743.7,3.37,0.0,10.29,0.0,1.72,6.01,8.23,5.65,2.51,0.26
Upper Volkmar River (HUC12: 190803031101),58,4,ccsm,1,820.46,3.66,0.0,12.55,0.0,1.96,6.53,8.58,5.72,2.85,0.44
Upper Volkmar River (HUC12: 190803031101),58,4,ccsm,2,939.95,4.2,0.0,13.04,0.0,2.72,7.9,9.51,6.4,3.21,0.44
Upper Volkmar River (HUC12: 190803031101),58,4,gfdl,0,743.7,3.37,0.0,10.29,0.0,1.72,6.01,8.23,5.65,2.51,0.26
Upper Volkmar River (HUC12: 190803031101),58,4,gfdl,1,834.85,3.73,0.0,9.42,0.02,2.32,7.1,8.46,5.68,2.9,0.34
Upper Volkmar River (HUC12: 190803031101),58,4,gfdl,2,935.91,4.18,0.0,11.87,0.0,3.36,7.69,9.33,6.02,3.12,0.5
Vault Creek-Chatanika River (HUC10: 1908030906),3722,5,ccsm,0,1397.94,6.33,0.32,14.57,1.97,5.78,10.5,11.81,8.19,4.92,2.3
Vault Creek-Chatanika River (HUC10: 1908030906),3722,5,ccsm,1,1479.67,6.61,0.25,17.75,1.95,5.89,11.55,12.35,8.12,5.24,2.36
Vault Creek-Chatanika River (HUC10: 1908030906),3722,5,ccsm,2,1609.64,7.19,0.22,18.09,1.92,6.74,12.76,13.29,9.03,5.65,2.49
Vault Creek-Chatanika River (HUC10: 1908030906),3722,5,gfdl,0,1397.94,6.33,0.32,14.57,1.97,5.78,10.5,11.81,8.19,4.92,2.3
Vault Creek-Chatanika River (HUC10: 1908030906),3722,5,gfdl,1,1476.18,6.59,0.23,14.61,1.93,6.25,11.41,12.13,8.25,5.36,2.33
Vault Creek-Chatanika River (HUC10: 1908030906),3722,5,gfdl,2,1612.57,7.2,0.21,16.84,1.97,7.45,12.29,13.34,8.65,5.66,2.63
Vault Creek-Chatanika River (HUC10: 1908030906),3798,5,ccsm,0,1274.15,5.8,0.0,13.79,1.4,5.18,9.83,11.31,7.79,4.6,1.95
Vault Creek-Chatanika River (HUC10: 1908030906),3798,5,ccsm,1,1367.28,6.1,0.0,16.81,1.38,5.28,10.85,11.78,7.73,4.89,2.01
Vault Creek-Chatanika River (HUC10: 1908030906),3798,5,ccsm,2,1493.98,6.67,0.0,17.31,1.36,6.1,12.03,12.69,8.63,5.28,2.14
Vault Creek-Chatanika River (HUC10: 1908030906),3798,5,gfdl,0,1274.15,5.8,0.0,13.79,1.4,5.18,9.83,11.31,7.79,4.6,1.95
Vault Creek-Chatanika River (HUC10: 1908030906),3798,5,gfdl,1,1364.95,6.09,0.0,13.87,1.36,5.65,10.74,11.54,7.87,5.01,1.98
Vault Creek-Chatanika River (HUC10: 1908030906),3798,5,gfdl,2,1497.98,6.69,0.0,16.05,1.4,6.82,11.56,12.72,8.24,5.3,2.28
Vault Creek-Chatanika River (HUC10: 1908030906),3801,5,ccsm,0,1336.4,6.02,0.0,14.41,1.54,5.36,10.19,11.58,7.92,4.69,2.08
Vault Creek-Chatanika River (HUC10: 1908030906),3801,5,ccsm,1,1412.74,6.31,0.0,17.8,1.49,5.48,11.27,12.08,7.9,5.0,2.13
Vault Creek-Chatanika River (HUC10: 1908030906),3801,5,ccsm,2,1549.65,6.92,0.0,18.06,1.46,6.35,12.57,13.09,8.81,5.43,2.26
Vault Creek-Chatanika River (HUC10: 1908030906),3801,5,gfdl,0,1336.4,6.02,0.0,14.41,1.54,5.36,10.19,11.58,7.92,4.69,2.08
Vault Creek-Chatanika River (HUC10: 1908030906),3801,5,gfdl,1,1411.09,6.3,0.0,14.36,1.48,5.88,11.15,11.89,8.01,5.1,2.09
Vault Creek-Chatanika River (HUC10: 1908030906),3801,5,gfdl,2,1553.25,6.93,0.0,16.58,1.52,7.11,12.11,13.12,8.43,5.4,2.39
Vault Creek-Chatanika River (HUC10: 1908030906),3814,5,ccsm,0,1260.24,5.72,0.0,13.93,1.22,5.02,9.79,11.26,7.71,4.49,1.86
Vault Creek-Chatanika River (HUC10: 1908030906),3814,5,ccsm,1,1348.0,6.02,0.0,17.2,1.19,5.14,10.84,11.76,7.66,4.8,1.92
Vault Creek-Chatanika River (HUC10: 1908030906),3814,5,ccsm,2,1481.91,6.62,0.0,17.53,1.17,5.99,12.1,12.74,8.57,5.21,2.04
Vault Creek-Chatanika River (HUC10: 1908030906),3814,5,gfdl,0,1260.24,5.72,0.0,13.93,1.22,5.02,9.79,11.26,7.71,4.49,1.86
Vault Creek-Chatanika River (HUC10: 1908030906),3814,5,gfdl,1,1347.39,6.02,0.0,13.96,1.17,5.53,10.74,11.55,7.78,4.91,1.87
Vault Creek-Chatanika River (HUC10: 1908030906),3814,5,gfdl,2,1486.88,6.64,0.0,16.19,1.21,6.74,11.65,12.78,8.18,5.21,2.18
Vault Creek-Chatanika River (HUC10: 1908030906),3826,5,ccsm,0,1381.03,6.26,0.26,14.49,1.9,5.69,10.43,11.8,8.12,4.92,2.3
Vault Creek-Chatanika River (HUC10: 1908030906),3826,5,ccsm,1,1467.52,6.55,0.18,17.69,1.86,5.81,11.48,12.23,8.1,5.23,2.35
Vault Creek-Chatanika River (HUC10: 1908030906),3826,5,ccsm,2,1600.83,7.15,0.15,18.09,1.83,6.66,12.75,13.23,9.0,5.65,2.49
Vault Creek-Chatanika River (HUC10: 1908030906),3826,5,gfdl,0,1381.03,6.26,0.26,14.49,1.9,5.69,10.43,11.8,8.12,4.92,2.3
Vault Creek-Chatanika River (HUC10: 1908030906),3826,5,gfdl,1,1467.77,6.55,0.2,14.56,1.85,6.23,11.39,12.06,8.21,5.33,2.31
Vault Creek-Chatanika River (HUC10: 1908030906),3826,5,gfdl,2,1601.46,7.15,0.14,16.62,1.88,7.43,12.26,13.22,8.6,5.63,2.62
Vault Creek-Chatanika River (HUC10: 1908030906),3860,5,ccsm,0,1359.19,6.23,0.28,14.4,1.92,5.7,10.39,11.75,8.14,4.91,2.32
Vault Creek-Chatanika River (HUC10: 1908030906),3860,5,ccsm,1,1467.04,6.55,0.2,17.54,1.88,5.83,11.42,12.21,8.11,5.25,2.36
Vault Creek-Chatanika River (HUC10: 1908030906),3860,5,ccsm,2,1598.61,7.14,0.17,17.95,1.85,6.66,12.68,13.2,8.99,5.66,2.5
Vault Creek-Chatanika River (HUC10: 1908030906),3860,5,gfdl,0,1359.19,6.23,0.28,14.4,1.92,5.7,10.39,11.75,8.14,4.91,2.32
Vault Creek-Chatanika River (HUC10: 1908030906),3860,5,gfdl,1,1466.45,6.55,0.21,14.48,1.87,6.25,11.34,12.01,8.21,5.35,2.32
Vault Creek-Chatanika River (HUC10: 1908030906),3860,5,gfdl,2,1596.43,7.13,0.17,16.55,1.91,7.42,12.16,13.15,8.58,5.64,2.62
Vault Creek-Chatanika River (HUC10: 1908030906),3878,5,ccsm,0,1376.31,6.34,0.26,14.84,1.91,5.81,10.65,11.94,8.22,4.94,2.34
Vault Creek-Chatanika River (HUC10: 1908030906),3878,5,ccsm,1,1490.63,6.65,0.2,18.25,1.9,5.93,11.76,12.43,8.16,5.28,2.36
Vault Creek-Chatanika River (HUC10: 1908030906),3878,5,ccsm,2,1628.1,7.27,0.18,18.52,1.86,6.78,13.05,13.47,9.11,5.69,2.5
Vault Creek-Chatanika River (HUC10: 1908030906),3878,5,gfdl,0,1376.31,6.34,0.26,14.84,1.91,5.81,10.65,11.94,8.22,4.94,2.34
Vault Creek-Chatanika River (HUC10: 1908030906),3878,5,gfdl,1,1487.91,6.64,0.23,14.79,1.86,6.31,11.6,12.24,8.3,5.39,2.32
Vault Creek-Chatanika River (HUC10: 1908030906),3878,5,gfdl,2,1629.27,7.27,0.17,17.48,1.9,7.59,12.55,13.48,8.69,5.68,2.62
Vault Creek-Chatanika River (HUC10: 1908030906),3880,5,ccsm,0,1367.02,6.23,0.16,14.52,1.82,5.69,10.44,11.8,8.13,4.87,2.25
Vault Creek-Chatanika River (HUC10: 1908030906),3880,5,ccsm,1,1462.91,6.53,0.1,17.86,1.8,5.79,11.49,12.25,8.07,5.23,2.31
Vault Creek-Chatanika River (HUC10: 1908030906),3880,5,ccsm,2,1597.35,7.13,0.07,18.26,1.76,6.63,12.74,13.27,9.02,5.63,2.45
Vault Creek-Chatanika River (HUC10: 1908030906),3880,5,gfdl,0,1367.02,6.23,0.16,14.52,1.82,5.69,10.44,11.8,8.13,4.87,2.25
Vault Creek-Chatanika River (HUC10: 1908030906),3880,5,gfdl,1,1460.15,6.52,0.11,14.57,1.76,6.17,11.37,12.07,8.2,5.3,2.26
Vault Creek-Chatanika River (HUC10: 1908030906),3880,5,gfdl,2,1597.76,7.13,0.07,16.94,1.8,7.41,12.27,13.27,8.6,5.59,2.56
Vault Creek-Chatanika River (HUC10: 1908030906),3890,5,ccsm,0,1329.01,6.0,0.0,14.31,1.58,5.4,10.11,11.52,7.92,4.72,2.08
Vault Creek-Chatanika River (HUC10: 1908030906),3890,5,ccsm,1,1409.33,6.29,0.0,17.53,1.54,5.54,11.1,11.96,7.92,5.02,2.13
Vault Creek-Chatanika River (HUC10: 1908030906),3890,5,ccsm,2,1544.73,6.9,0.0,17.95,1.5,6.38,12.38,13.02,8.84,5.44,2.27
Vault Creek-Chatanika River (HUC10: 1908030906),3890,5,gfdl,0,1329.01,6.0,0.0,14.31,1.58,5.4,10.11,11.52,7.92,4.72,2.08
Vault Creek-Chatanika River (HUC10: 1908030906),3890,5,gfdl,1,1407.31,6.28,0.0,13.95,1.52,5.91,11.01,11.85,7.99,5.11,2.09
Vault Creek-Chatanika River (HUC10: 1908030906),3890,5,gfdl,2,1546.36,6.9,0.0,16.39,1.54,7.16,11.91,13.0,8.42,5.4,2.41
Vault Creek-Chatanika River (HUC10: 1908030906),3895,5,ccsm,0,1367.29,6.3,0.27,14.63,1.92,5.78,10.53,11.85,8.19,4.93,2.34
Vault Creek-Chatanika River (HUC10: 1908030906),3895,5,ccsm,1,1479.89,6.61,0.2,17.91,1.89,5.88,11.6,12.33,8.13,5.27,2.36
Vault Creek-Chatanika River (HUC10: 1908030906),3895,5,ccsm,2,1614.66,7.21,0.18,18.25,1.86,6.72,12.87,13.35,9.06,5.68,2.5
Vault Creek-Chatanika River (HUC10: 1908030906),3895,5,gfdl,0,1367.29,6.3,0.27,14.63,1.92,5.78,10.53,11.85,8.19,4.93,2.34
Vault Creek-Chatanika River (HUC10: 1908030906),3895,5,gfdl,1,1478.04,6.6,0.22,14.65,1.87,6.28,11.48,12.13,8.26,5.37,2.32
Vault Creek-Chatanika River (HUC10: 1908030906),3895,5,gfdl,2,1614.19,7.21,0.17,17.09,1.9,7.51,12.37,13.33,8.64,5.66,2.62
Vault Creek-Chatanika River (HUC10: 1908030906),3905,5,ccsm,0,1378.58,6.35,0.26,14.89,1.91,5.82,10.68,11.97,8.23,4.94,2.34
Vault Creek-Chatanika River (HUC10: 1908030906),3905,5,ccsm,1,1493.27,6.67,0.19,18.35,1.89,5.94,11.8,12.45,8.16,5.29,2.36
Vault Creek-Chatanika River (HUC10: 1908030906),3905,5,ccsm,2,1631.58,7.28,0.18,18.61,1.86,6.79,13.09,13.51,9.13,5.69,2.5
Vault Creek-Chatanika River (HUC10: 1908030906),3905,5,gfdl,0,1378.58,6.35,0.26,14.89,1.91,5.82,10.68,11.97,8.23,4.94,2.34
Vault Creek-Chatanika River (HUC10: 1908030906),3905,5,gfdl,1,1490.08,6.65,0.23,14.82,1.86,6.32,11.63,12.27,8.31,5.39,2.32
Vault Creek-Chatanika River (HUC10: 1908030906),3905,5,gfdl,2,1633.32,7.29,0.17,17.56,1.89,7.61,12.6,13.52,8.71,5.67,2.62
Vault Creek-Chatanika River (HUC10: 1908030906),3931,5,ccsm,0,1384.65,6.29,0.22,14.73,1.84,5.7,10.55,11.91,8.13,4.91,2.3
Vault Creek-Chatanika River (HUC10: 1908030906),3931,5,ccsm,1,1475.01,6.58,0.13,18.22,1.82,5.84,11.63,12.33,8.11,5.23,2.32
Vault Creek-Chatanika River (HUC10: 1908030906),3931,5,ccsm,2,1613.0,7.2,0.12,18.61,1.78,6.7,12.91,13.4,9.08,5.64,2.47
Vault Creek-Chatanika River (HUC10: 1908030906),3931,5,gfdl,0,1384.65,6.29,0.22,14.73,1.84,5.7,10.55,11.91,8.13,4.91,2.3
Vault Creek-Chatanika River (HUC10: 1908030906),3931,5,gfdl,1,1470.06,6.56,0.15,14.58,1.79,6.21,11.45,12.19,8.22,5.3,2.28
Vault Creek-Chatanika River (HUC10: 1908030906),3931,5,gfdl,2,1613.06,7.2,0.1,17.03,1.82,7.49,12.42,13.4,8.66,5.59,2.59
Vault Creek-Chatanika River (HUC10: 1908030906),3984,5,ccsm,0,1348.18,6.11,0.1,14.41,1.77,5.58,10.19,11.6,8.04,4.83,2.19
Vault Creek-Chatanika River (HUC10: 1908030906),3984,5,ccsm,1,1434.28,6.4,0.03,17.27,1.72,5.72,11.13,12.04,8.02,5.13,2.24
Vault Creek-Chatanika River (HUC10: 1908030906),3984,5,ccsm,2,1563.54,6.98,0.0,17.73,1.7,6.52,12.36,13.0,8.94,5.55,2.37
Vault Creek-Chatanika River (HUC10: 1908030906),3984,5,gfdl,0,1348.18,6.11,0.1,14.41,1.77,5.58,10.19,11.6,8.04,4.83,2.19
Vault Creek-Chatanika River (HUC10: 1908030906),3984,5,gfdl,1,1437.1,6.42,0.01,13.99,1.7,6.06,11.11,11.99,8.14,5.23,2.19
Vault Creek-Chatanika River (HUC10: 1908030906),3984,5,gfdl,2,1572.82,7.02,0.0,16.35,1.74,7.3,11.98,13.13,8.55,5.53,2.5
Vault Creek-Chatanika River (HUC10: 1908030906),4034,5,ccsm,0,1324.25,5.99,0.0,14.29,1.47,5.46,10.18,11.57,7.92,4.68,2.01
Vault Creek-Chatanika River (HUC10: 1908030906),4034,5,ccsm,1,1409.75,6.29,0.0,17.47,1.45,5.63,11.16,12.02,7.91,5.01,2.07
Vault Creek-Chatanika River (HUC10: 1908030906),4034,5,ccsm,2,1550.93,6.92,0.0,18.12,1.43,6.53,12.54,13.07,8.84,5.43,2.21
Vault Creek-Chatanika River (HUC10: 1908030906),4034,5,gfdl,0,1324.25,5.99,0.0,14.29,1.47,5.46,10.18,11.57,7.92,4.68,2.01
Vault Creek-Chatanika River (HUC10: 1908030906),4034,5,gfdl,1,1409.27,6.29,0.0,13.98,1.41,6.0,11.14,11.88,8.02,5.08,2.0
Vault Creek-Chatanika River (HUC10: 1908030906),4034,5,gfdl,2,1554.86,6.94,0.0,16.56,1.48,7.33,12.09,13.08,8.44,5.39,2.32
Vault Creek-Chatanika River (HUC10: 1908030906),4152,5,ccsm,0,1151.0,5.27,0.0,13.15,0.69,4.52,9.12,10.7,7.39,4.16,1.51
Vault Creek-Chatanika River (HUC10: 1908030906),4152,5,ccsm,1,1247.61,5.57,0.0,16.16,0.68,4.69,10.06,11.17,7.33,4.5,1.59
Vault Creek-Chatanika River (HUC10: 1908030906),4152,5,ccsm,2,1384.23,6.18,0.0,16.97,0.68,5.55,11.34,12.2,8.23,4.92,1.72
Vault Creek-Chatanika River (HUC10: 1908030906),4152,5,gfdl,0,1151.0,5.27,0.0,13.15,0.69,4.52,9.12,10.7,7.39,4.16,1.51
Vault Creek-Chatanika River (HUC10: 1908030906),4152,5,gfdl,1,1245.83,5.56,0.0,12.83,0.64,5.05,10.04,11.0,7.42,4.56,1.51
Vault Creek-Chatanika River (HUC10: 1908030906),4152,5,gfdl,2,1385.26,6.18,0.0,15.44,0.73,6.33,10.93,12.12,7.83,4.87,1.83
Vault Creek-Chatanika River (HUC10: 1908030906),4187,5,ccsm,0,1166.98,5.32,0.0,13.04,0.84,4.53,8.97,10.6,7.4,4.32,1.71
Vault Creek-Chatanika River (HUC10: 1908030906),4187,5,ccsm,1,1251.19,5.59,0.0,15.78,0.8,4.68,9.81,11.06,7.37,4.64,1.81
Vault Creek-Chatanika River (HUC10: 1908030906),4187,5,ccsm,2,1385.35,6.18,0.0,16.73,0.79,5.46,11.08,12.14,8.22,5.06,1.97
Vault Creek-Chatanika River (HUC10: 1908030906),4187,5,gfdl,0,1166.98,5.32,0.0,13.04,0.84,4.53,8.97,10.6,7.4,4.32,1.71
Vault Creek-Chatanika River (HUC10: 1908030906),4187,5,gfdl,1,1251.16,5.59,0.0,12.64,0.79,5.03,9.84,10.95,7.43,4.68,1.7
Vault Creek-Chatanika River (HUC10: 1908030906),4187,5,gfdl,2,1375.5,6.14,0.0,15.18,0.86,6.17,10.57,11.94,7.8,4.98,2.05
Vault Creek-Chatanika River (HUC10: 1908030906),4224,5,ccsm,0,1055.77,4.78,0.0,12.29,0.38,3.82,8.22,9.95,6.96,3.87,1.27
Vault Creek-Chatanika River (HUC10: 1908030906),4224,5,ccsm,1,1130.49,5.05,0.0,14.94,0.35,3.98,8.99,10.42,6.91,4.2,1.39
Vault Creek-Chatanika River (HUC10: 1908030906),4224,5,ccsm,2,1263.72,5.64,0.0,15.93,0.37,4.74,10.25,11.48,7.74,4.61,1.55
Vault Creek-Chatanika River (HUC10: 1908030906),4224,5,gfdl,0,1055.77,4.78,0.0,12.29,0.38,3.82,8.22,9.95,6.96,3.87,1.27
Vault Creek-Chatanika River (HUC10: 1908030906),4224,5,gfdl,1,1132.66,5.06,0.0,11.78,0.32,4.35,9.07,10.31,6.96,4.24,1.27
Vault Creek-Chatanika River (HUC10: 1908030906),4224,5,gfdl,2,1251.29,5.59,0.0,14.33,0.42,5.45,9.76,11.26,7.32,4.51,1.62
Vault Creek-Chatanika River (HUC10: 1908030906),4230,5,ccsm,0,1179.04,5.55,0.0,13.27,0.97,4.72,9.15,10.74,7.52,4.38,1.82
Vault Creek-Chatanika River (HUC10: 1908030906),4230,5,ccsm,1,1279.44,5.71,0.0,15.93,0.94,4.9,9.94,11.19,7.47,4.75,1.92
Vault Creek-Chatanika River (HUC10: 1908030906),4230,5,ccsm,2,1411.21,6.3,0.0,16.88,0.92,5.67,11.2,12.24,8.29,5.16,2.07
Vault Creek-Chatanika River (HUC10: 1908030906),4230,5,gfdl,0,1179.04,5.55,0.0,13.27,0.97,4.72,9.15,10.74,7.52,4.38,1.82
Vault Creek-Chatanika River (HUC10: 1908030906),4230,5,gfdl,1,1279.59,5.71,0.0,12.78,0.94,5.24,9.97,11.09,7.51,4.8,1.8
Vault Creek-Chatanika River (HUC10: 1908030906),4230,5,gfdl,2,1400.7,6.25,0.0,15.32,0.98,6.33,10.71,12.07,7.89,5.06,2.14
Vault Creek-Chatanika River (HUC10: 1908030906),4235,5,ccsm,0,1161.3,5.28,0.0,12.96,0.84,4.5,8.92,10.49,7.33,4.22,1.63
Vault Creek-Chatanika River (HUC10: 1908030906),4235,5,ccsm,1,1237.15,5.52,0.0,15.59,0.78,4.67,9.71,10.97,7.3,4.56,1.73
Vault Creek-Chatanika River (HUC10: 1908030906),4235,5,ccsm,2,1362.89,6.08,0.0,16.47,0.77,5.43,10.88,11.96,8.13,4.97,1.87
Vault Creek-Chatanika River (HUC10: 1908030906),4235,5,gfdl,0,1161.3,5.28,0.0,12.96,0.84,4.5,8.92,10.49,7.33,4.22,1.63
Vault Creek-Chatanika River (HUC10: 1908030906),4235,5,gfdl,1,1238.26,5.53,0.0,12.47,0.81,5.06,9.73,10.86,7.33,4.61,1.62
Vault Creek-Chatanika River (HUC10: 1908030906),4235,5,gfdl,2,1356.73,6.06,0.0,14.96,0.84,6.16,10.44,11.81,7.7,4.86,1.95
Vault Creek-Chatanika River (HUC10: 1908030906),4274,5,ccsm,0,1075.88,4.89,0.0,12.38,0.53,4.0,8.39,10.03,6.98,3.87,1.29
Vault Creek-Chatanika River (HUC10: 1908030906),4274,5,ccsm,1,1149.96,5.13,0.0,15.06,0.46,4.15,9.18,10.52,6.96,4.18,1.39
Vault Creek-Chatanika River (HUC10: 1908030906),4274,5,ccsm,2,1273.88,5.69,0.0,15.85,0.46,4.9,10.32,11.49,7.79,4.6,1.52
Vault Creek-Chatanika River (HUC10: 1908030906),4274,5,gfdl,0,1075.88,4.89,0.0,12.38,0.53,4.0,8.39,10.03,6.98,3.87,1.29
Vault Creek-Chatanika River (HUC10: 1908030906),4274,5,gfdl,1,1155.48,5.16,0.0,11.83,0.5,4.61,9.27,10.38,7.0,4.24,1.3
Vault Creek-Chatanika River (HUC10: 1908030906),4274,5,gfdl,2,1269.22,5.67,0.0,14.31,0.56,5.7,9.89,11.29,7.36,4.48,1.61
Vault Creek-Chatanika River (HUC10: 1908030906),4294,5,ccsm,0,1176.49,5.54,0.0,13.27,1.31,4.82,9.26,10.81,7.5,4.38,1.8
Vault Creek-Chatanika River (HUC10: 1908030906),4294,5,ccsm,1,1293.64,5.78,0.0,16.11,1.22,4.98,10.08,11.24,7.49,4.66,1.88
Vault Creek-Chatanika River (HUC10: 1908030906),4294,5,ccsm,2,1418.91,6.33,0.0,16.87,1.16,5.75,11.29,12.25,8.3,5.07,2.0
Vault Creek-Chatanika River (HUC10: 1908030906),4294,5,gfdl,0,1176.49,5.54,0.0,13.27,1.31,4.82,9.26,10.81,7.5,4.38,1.8
Vault Creek-Chatanika River (HUC10: 1908030906),4294,5,gfdl,1,1301.04,5.81,0.0,12.82,1.25,5.45,10.23,11.07,7.53,4.73,1.8
Vault Creek-Chatanika River (HUC10: 1908030906),4294,5,gfdl,2,1412.81,6.31,0.0,15.21,1.25,6.57,10.81,11.99,7.89,4.97,2.1
Vault Creek-Chatanika River (HUC10: 1908030906),4344,5,ccsm,0,1082.17,4.91,0.0,12.6,0.51,4.04,8.55,10.22,7.08,3.83,1.26
Vault Creek-Chatanika River (HUC10: 1908030906),4344,5,ccsm,1,1163.84,5.2,0.0,15.59,0.44,4.2,9.41,10.7,7.04,4.16,1.34
Vault Creek-Chatanika River (HUC10: 1908030906),4344,5,ccsm,2,1297.4,5.79,0.0,16.39,0.44,5.0,10.67,11.75,7.88,4.57,1.48
Vault Creek-Chatanika River (HUC10: 1908030906),4344,5,gfdl,0,1082.17,4.91,0.0,12.6,0.51,4.04,8.55,10.22,7.08,3.83,1.26
Vault Creek-Chatanika River (HUC10: 1908030906),4344,5,gfdl,1,1169.74,5.22,0.0,12.17,0.46,4.63,9.53,10.53,7.09,4.24,1.26
Vault Creek-Chatanika River (HUC10: 1908030906),4344,5,gfdl,2,1289.7,5.76,0.0,14.69,0.53,5.78,10.19,11.52,7.45,4.5,1.57
Vault Creek-Chatanika River (HUC10: 1908030906),4435,5,ccsm,0,1087.77,4.91,0.0,12.76,0.45,4.0,8.6,10.28,7.09,3.83,1.23
Vault Creek-Chatanika River (HUC10: 1908030906),4435,5,ccsm,1,1167.19,5.21,0.0,15.91,0.4,4.19,9.53,10.74,7.06,4.14,1.32
Vault Creek-Chatanika River (HUC10: 1908030906),4435,5,ccsm,2,1307.75,5.84,0.0,16.64,0.41,5.0,10.87,11.89,7.93,4.56,1.46
